ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Damage Cost,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
3849018,HL221418,3/7/2005 20:10,113XX S EDBROOKE AVE,430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,1114,TRUE,FALSE,531,5,9,49,04B,1179176,1829999,2005,ERROR,41.68880271,-87.61966872,"(41.68880271, -87.619668717)"
6545175,HP615080,10/8/2008 8:55,073XX S PHILLIPS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,1777,FALSE,TRUE,334,3,7,43,08B,1193960,1856732,2008,10/10/2008 5:55,41.7618117,-87.56467205,"(41.761811703, -87.564672045)"
2948741,HJ636339,9/17/2003 19:10,011XX N MAYFIELD AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,2818,FALSE,TRUE,1511,15,29,25,26,1136769,1907269,2003,ERROR,41.90170437,-87.7730778,"(41.901704366, -87.773077802)"
5845070,HN655038,10/15/2007 6:15,056XX W LAKE ST,810,THEFT,OVER $500,STREET,1243,FALSE,FALSE,1512,15,29,25,6,1138390,1902170,2007,4/12/2014 12:43,41.88768287,-87.76724716,"(41.88768287, -87.767247156)"
5008839,HM618424,9/23/2006 13:20,017XX N HUMBOLDT BLVD,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,4129,FALSE,FALSE,1421,14,35,23,3,1156056,1911677,2006,1/10/2006 7:25,41.9134328,-87.70211469,"(41.913432802, -87.702114688)"
8587110,HV261318,4/27/2012 21:40,084XX S MANISTEE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,4048,FALSE,FALSE,423,4,7,46,08B,1195995,1849774,2012,ERROR,41.74266829,-87.55744368,"(41.742668288, -87.557443682)"
7872477,HT102978,1/3/2011 10:30,034XX E 133RD ST,810,THEFT,OVER $500,STREET,3405,FALSE,FALSE,433,4,10,55,6,1201126,1817424,2011,4/1/2011 7:20,41.65376852,-87.53973621,"(41.653768523, -87.539736212)"
9916472,HY105958,11/26/2014 12:00,030XX E 92ND ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,4969,FALSE,FALSE,424,4,10,46,11,1198084,1844583,2014,8/1/2015 12:39,41.72837184,-87.54996284,"(41.728371838, -87.549962839)"
9490762,HX144691,2/7/2014 22:00,055XX S ALBANY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,3213,FALSE,FALSE,824,8,14,63,14,1156621,1867583,2014,12/2/2014 0:40,41.79242253,-87.70123146,"(41.792422534, -87.701231458)"
5857483,HN656362,10/18/2007 18:45,005XX E 107TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,2928,FALSE,TRUE,512,5,9,49,08B,1181507,1834155,2007,ERROR,41.70015403,-87.6110075,"(41.700154031, -87.611007498)"
2535237,HJ109917,12/20/2002 15:00,074XX S COLFAX AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,4858,FALSE,FALSE,334,NA,7,43,17,1194702,1856124,2002,ERROR,41.76012508,-87.56197257,"(41.76012508, -87.561972571)"
8804120,HV477870,9/16/2012 3:10,047XX S LOOMIS BLVD,460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),3213,FALSE,FALSE,933,9,3,61,08B,1167835,1873371,2012,ERROR,41.80807185,-87.65994497,"(41.808071849, -87.659944973)"
3273588,HK301044,4/14/2004 11:45,012XX S KOSTNER AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,1578,FALSE,FALSE,1011,10,24,29,3,1147285,1893972,2004,ERROR,41.86502093,-87.73479148,"(41.865020926, -87.734791482)"
7072295,HR477075,8/8/2009 19:00,001XX E 47TH ST,870,THEFT,POCKET-PICKING,BAR OR TAVERN,3597,FALSE,FALSE,224,2,3,38,6,1178126,1873860,2009,12/8/2009 13:56,41.80918624,-87.62218555,"(41.809186244, -87.622185553)"
9162055,HW306837,4/9/2013 11:00,068XX S CORNELL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,3084,FALSE,TRUE,332,3,5,43,26,1188350,1859644,2013,9/6/2013 3:34,41.7699382,-87.58514013,"(41.769938203, -87.585140129)"
2688193,HJ309724,4/18/2003 19:30,022XX N STOCKTON DR,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2743,FALSE,FALSE,1814,NA,43,7,14,1174127,1915368,2003,ERROR,41.92317693,-87.63561568,"(41.923176926, -87.635615683)"
7691340,HS497006,9/3/2010 13:07,009XX E MARQUETTE RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,1215,FALSE,TRUE,321,3,5,42,08B,1183558,1861405,2010,8/9/2010 7:54,41.7748836,-87.60265049,"(41.774883602, -87.602650487)"
3282771,HK213978,3/1/2004 16:53,007XX W 61ST ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1555,TRUE,FALSE,711,7,16,68,18,1172314,1864376,2004,ERROR,41.78329113,-87.64378181,"(41.783291129, -87.643781806)"
4751054,HM261185,3/30/2006 12:02,011XX N RIDGEWAY AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,STREET,2426,TRUE,FALSE,1112,11,27,23,18,1151136,1907139,2006,ERROR,41.90107804,-87.720309,"(41.901078036, -87.720308999)"
5962440,HN757326,12/12/2007 22:20,055XX W ADAMS ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,1914,FALSE,FALSE,1522,15,29,25,7,1139406,1898740,2007,6/1/2008 1:05,41.87825206,-87.76359965,"(41.878252056, -87.76359965)"
1834047,G670254,11/6/2001 18:00,013XX W ERIE ST,560,ASSAULT,SIMPLE,STREET,3142,FALSE,FALSE,1324,NA,NA,NA,08A,1167244,1904514,2001,ERROR,41.89354376,-87.66121858,"(41.89354376, -87.661218582)"
3301460,HK334439,4/30/2004 13:30,022XX N AUSTIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4380,FALSE,TRUE,2515,25,37,19,08B,1136060,1914635,2004,ERROR,41.92193023,-87.77550612,"(41.921930233, -87.77550612)"
2669621,HJ286771,4/6/2003 1:00,030XX W 55TH ST,460,BATTERY,SIMPLE,STREET,2322,FALSE,FALSE,824,NA,14,63,08B,1157258,1867977,2003,ERROR,41.79349085,-87.69888499,"(41.793490848, -87.69888499)"
6369079,HP455430,7/16/2008 6:10,076XX S PHILLIPS AVE,560,ASSAULT,SIMPLE,STREET,4088,FALSE,FALSE,421,4,7,43,08A,1193825,1854450,2008,ERROR,41.75555303,-87.5652415,"(41.755553029, -87.565241501)"
6855131,HR261020,4/10/2009 0:00,014XX W ERIE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,3068,FALSE,FALSE,1324,12,27,24,14,1166896,1904503,2009,ERROR,41.89352105,-87.66249698,"(41.893521048, -87.662496975)"
4274768,HL591848,9/4/2005 20:00,033XX W WRIGHTWOOD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,2202,FALSE,FALSE,1412,14,35,22,7,1153390,1917123,2005,ERROR,41.92843051,-87.71176405,"(41.928430509, -87.711764046)"
6197251,HP285608,4/17/2008 18:30,030XX W FILLMORE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),3447,TRUE,FALSE,1134,11,28,29,14,1155966,1895253,2008,ERROR,41.86836562,-87.70288866,"(41.868365618, -87.702888661)"
8433392,HV111791,1/10/2012 1:40,067XX S ST LAWRENCE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,3287,FALSE,TRUE,321,3,20,42,08B,1181358,1860502,2012,ERROR,41.77245669,-87.6107431,"(41.772456691, -87.610743096)"
7505865,HS308821,5/4/2010 8:00,080XX S SANGAMON ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,3502,FALSE,TRUE,621,6,21,71,26,1171334,1851481,2010,ERROR,41.74792716,-87.64775163,"(41.747927164, -87.647751629)"
7557528,HS361664,6/15/2010 19:11,016XX S KARLOV AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,863,TRUE,FALSE,1012,10,24,29,18,1149364,1891408,2010,ERROR,41.85794497,-87.72722582,"(41.85794497, -87.727225818)"
6702067,HR108720,1/6/2009 14:45,004XX S KEELER AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",4011,FALSE,FALSE,1132,11,24,26,08B,1148424,1897525,2009,ERROR,41.87474891,-87.73051856,"(41.874748911, -87.730518558)"
6400565,HP436822,7/6/2008 21:08,064XX S CALIFORNIA AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,1031,TRUE,FALSE,825,8,15,66,26,1158854,1861997,2008,3/8/2008 6:46,41.77704842,-87.69319581,"(41.777048422, -87.693195807)"
3736578,HL102041,1/2/2005 0:30,065XX S LOOMIS BLVD,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,1274,FALSE,FALSE,725,7,17,67,6,1168076,1861511,2005,4/12/2014 12:43,41.77552143,-87.65940204,"(41.775521427, -87.659402042)"
9845718,HX495009,11/4/2014 15:30,013XX W 95TH ST,810,THEFT,OVER $500,"SCHOOL, PUBLIC, BUILDING",2826,FALSE,FALSE,2213,22,21,73,6,1169214,1841722,2014,11/11/2014 12:41,41.72119316,-87.65580149,"(41.72119316, -87.655801492)"
5253960,HN130561,1/16/2007 0:00,024XX N LINCOLN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,2443,FALSE,FALSE,1933,19,43,7,26,1170249,1916386,2007,ERROR,41.92605607,-87.64983489,"(41.926056068, -87.649834888)"
3927220,HL299821,4/16/2005 22:55,009XX W 32ND PL,460,BATTERY,SIMPLE,APARTMENT,951,FALSE,FALSE,924,9,11,60,08B,1170602,1883473,2005,ERROR,41.83573279,-87.64950144,"(41.835732786, -87.64950144)"
5904951,HN703395,11/11/2007 10:00,053XX S PULASKI RD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,GROCERY FOOD STORE,2864,FALSE,FALSE,815,8,23,62,11,1150568,1868904,2007,ERROR,41.79616754,-87.72339282,"(41.796167541, -87.723392818)"
7616487,HS420429,7/20/2010 13:40,071XX S JEFFERY BLVD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,679,TRUE,FALSE,333,3,5,43,6,1190817,1858158,2010,ERROR,41.76580125,-87.57614527,"(41.765801254, -87.576145268)"
2377718,HH685782,10/1/2002 16:00,008XX S WESTERN AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,3836,FALSE,FALSE,1224,NA,25,28,6,1160551,1896364,2002,ERROR,41.87132067,-87.68602538,"(41.871320673, -87.686025384)"
3401548,HK459731,6/11/2004 2:00,025XX N FRANCISCO AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,3180,FALSE,FALSE,1414,14,35,22,11,1156577,1916550,2004,ERROR,41.92679416,-87.70006844,"(41.92679416, -87.700068437)"
4828468,HM412792,6/14/2006 2:11,0000X E GARFIELD BLVD,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,3102,FALSE,FALSE,233,2,20,40,3,1177699,1868405,2006,7/10/2006 9:43,41.7942269,-87.62391683,"(41.794226904, -87.62391683)"
2097067,HH314898,4/18/2002 8:40,024XX W LAWRENCE AV,560,ASSAULT,SIMPLE,OTHER,4703,TRUE,FALSE,2031,NA,NA,NA,08A,1159019,1931842,2002,ERROR,41.96870649,-87.69067383,"(41.968706493, -87.690673825)"
3603839,HK646357,9/25/2004 3:10,008XX N ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2836,FALSE,FALSE,1322,12,1,24,14,1165526,1906012,2004,ERROR,41.89769114,-87.66748548,"(41.897691137, -87.667485477)"
9512342,HX167043,2/27/2014 23:16,064XX S CARPENTER ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,RESIDENCE,4856,FALSE,FALSE,724,7,16,68,04B,1170455,1862310,2014,3/3/2014 0:39,41.77766249,-87.65065764,"(41.777662488, -87.650657643)"
4261619,HL578454,8/29/2005 9:15,134XX S VERNON AVE,610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,1530,FALSE,FALSE,533,5,9,54,5,1181807,1816319,2005,ERROR,41.65120256,-87.61045692,"(41.651202555, -87.610456918)"
6432144,HP512424,8/14/2008 9:50,069XX S MICHIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,600,TRUE,FALSE,322,3,6,69,26,1178318,1859155,2008,ERROR,41.76882993,-87.62192763,"(41.768829929, -87.621927626)"
2698942,HJ315490,4/22/2003 5:50,051XX W CHICAGO AVE,340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,STREET,1909,FALSE,FALSE,1531,NA,37,25,3,1141640,1904877,2003,ERROR,41.89505175,-87.75524499,"(41.89505175, -87.755244987)"
9682603,HX333155,7/6/2014 3:15,037XX N PLAINFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4490,FALSE,TRUE,1631,16,36,17,08B,1120024,1923862,2014,ERROR,41.9475215,-87.83423089,"(41.9475215, -87.83423089)"
6546232,HP616924,10/9/2008 8:25,099XX S PEORIA ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENTIAL YARD (FRONT/BACK),1859,FALSE,FALSE,2232,22,34,73,04A,1172031,1838751,2008,ERROR,41.712979,-87.64557033,"(41.712979002, -87.645570329)"
1881357,G729957,12/5/2001 20:38,119XX S INDIANA AV,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,2478,FALSE,FALSE,532,NA,NA,NA,5,1179753,1826087,2001,ERROR,41.67805448,-87.61767533,"(41.678054476, -87.617675326)"
6182379,HP269231,4/8/2008 20:30,004XX E RANDOLPH ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,RESIDENCE,739,TRUE,FALSE,124,1,42,32,16,1179262,1901369,2008,12/4/2008 6:24,41.88464692,-87.61717755,"(41.884646917, -87.617177553)"
10144936,HY333549,7/5/2015 15:00,044XX N HARDING AVE,031A,ROBBERY,ARMED: HANDGUN,APARTMENT,1023,FALSE,FALSE,1723,17,39,14,3,1149292,1929511,2015,12/7/2015 12:42,41.96250471,-87.7265006,"(41.962504708, -87.726500599)"
7819756,HS629676,11/22/2010 19:30,047XX S PRINCETON AVE,810,THEFT,OVER $500,PARK PROPERTY,1456,FALSE,FALSE,935,9,3,37,6,1175039,1873724,2010,ERROR,41.80888259,-87.63351208,"(41.808882585, -87.633512079)"
1863051,G706647,11/24/2001 19:41,019XX S SPRINGFIELD AV,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,ALLEY,1573,TRUE,FALSE,1014,NA,NA,NA,15,1150673,1889905,2001,ERROR,41.8537951,-87.7224602,"(41.853795099, -87.722460197)"
5895492,HN672912,10/27/2007 10:56,0000X E 103RD PL,2027,NARCOTICS,POSS: CRACK,APARTMENT,2190,FALSE,FALSE,512,5,9,49,18,1178109,1836390,2007,9/11/2007 9:43,41.70636471,-87.62338208,"(41.706364714, -87.623382077)"
9222506,HW369005,7/19/2013 1:00,062XX S EBERHART AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,2207,FALSE,FALSE,313,3,20,42,04B,1180607,1863944,2013,ERROR,41.78191916,-87.61339039,"(41.781919159, -87.613390392)"
9470449,HX123527,1/22/2014 11:30,064XX N SHERIDAN RD,810,THEFT,OVER $500,CHA PARKING LOT/GROUNDS,3913,FALSE,FALSE,2432,24,40,1,6,1167086,1942670,2014,ERROR,41.99824894,-87.66069916,"(41.998248939, -87.660699164)"
4564532,HM151795,1/29/2006 12:30,005XX N STATE ST,870,THEFT,POCKET-PICKING,CTA TRAIN,4085,FALSE,FALSE,1834,18,42,8,6,1176315,1903875,2006,2/2/2006 4:21,41.89159049,-87.62792357,"(41.891590492, -87.627923574)"
7288999,HR705891,12/26/2009 1:00,060XX S WOLCOTT AVE,560,ASSAULT,SIMPLE,RESIDENCE,1934,TRUE,TRUE,714,7,15,67,08A,1164770,1864356,2009,ERROR,41.78339893,-87.67144123,"(41.783398933, -87.671441226)"
4264409,HL581667,8/30/2005 18:11,012XX N STATE PKWY,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,4438,TRUE,FALSE,1824,18,43,8,5,1176096,1908851,2005,ERROR,41.90524982,-87.62857773,"(41.905249818, -87.628577732)"
4500033,HL801967,12/20/2005 22:30,027XX S KARLOV AVE,810,THEFT,OVER $500,STREET,3640,FALSE,FALSE,1031,10,22,30,6,1149446,1885667,2005,4/12/2014 12:43,41.84218935,-87.7270736,"(41.842189353, -87.727073599)"
4521721,HM109102,1/5/2006 22:30,072XX S KEDZIE AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,2123,FALSE,FALSE,831,8,18,66,2,1156259,1856141,2006,ERROR,41.76103128,-87.70286647,"(41.761031279, -87.702866467)"
5579203,HN387749,6/5/2007 23:00,028XX N LAKE SHORE DR,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,1495,FALSE,FALSE,2333,19,44,6,26,1173893,1918915,2007,10/7/2007 1:59,41.93291526,-87.63636953,"(41.932915255, -87.636369534)"
4112242,HL450369,6/28/2005 17:30,043XX S GREENWOOD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,3025,FALSE,FALSE,2123,2,4,39,14,1184277,1876379,2005,ERROR,41.81595668,-87.59954621,"(41.815956678, -87.599546214)"
3506201,HK555583,8/13/2004 16:42,044XX W IOWA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,4369,FALSE,FALSE,1111,11,37,23,08B,1146528,1905586,2004,ERROR,41.89690555,-87.73727436,"(41.896905546, -87.737274355)"
2409260,HH725869,10/20/2002 1:00,007XX W ROSCOE ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESTAURANT,2063,FALSE,FALSE,2331,NA,44,6,26,1170419,1922748,2002,ERROR,41.94350995,-87.64902363,"(41.943509953, -87.649023628)"
2203186,HH000417,6/19/2002 17:15,057XX S LOWE AVE,313,ROBBERY,ARMED: OTHER DANGEROUS WEAPON,SIDEWALK,4447,FALSE,FALSE,711,NA,3,68,3,1172986,1866791,2002,ERROR,41.78990334,-87.64124677,"(41.789903341, -87.641246766)"
5011028,HM467142,7/10/2006 17:24,039XX W ARMITAGE AVE,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,4204,TRUE,FALSE,2535,25,30,20,16,1150000,1912964,2006,7/10/2006 9:43,41.9170846,-87.72432974,"(41.917084599, -87.724329742)"
2248732,HH525417,6/8/2002 9:00,014XX N WELLS ST,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,4807,FALSE,FALSE,1821,NA,27,8,10,1174403,1909875,2002,ERROR,41.90809772,-87.63476597,"(41.908097724, -87.634765969)"
5736007,HN543999,8/22/2007 14:00,072XX N CLARK ST,820,THEFT,$500 AND UNDER,STREET,248,FALSE,FALSE,2423,24,49,1,6,1163247,1948255,2007,4/12/2014 12:43,42.0136562,-87.67466346,"(42.013656195, -87.674663459)"
1601570,G372788,6/26/2001 17:53,089XX S COTTAGE GROVE,460,BATTERY,SIMPLE,RESIDENCE,3120,FALSE,FALSE,633,NA,NA,NA,08B,1183085,1845890,2001,ERROR,41.73231984,-87.60486599,"(41.732319842, -87.604865988)"
8530168,HV207435,3/21/2012 5:45,009XX E 130TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,4330,FALSE,FALSE,533,5,9,54,14,1184644,1819036,2012,ERROR,41.65859266,-87.59999236,"(41.658592656, -87.599992356)"
4862832,HM474817,7/10/2006 20:00,055XX S SHORE DR,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESTAURANT,2392,FALSE,FALSE,2132,2,5,41,26,1189509,1868821,2006,ERROR,41.79509284,-87.58059732,"(41.795092837, -87.580597321)"
4406900,HK742347,11/10/2004 11:59,078XX S CORNELL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,4344,TRUE,FALSE,411,4,8,43,18,1188552,1853522,2004,ERROR,41.75313407,-87.58459502,"(41.753134073, -87.584595019)"
3010706,HJ715145,10/17/2003 11:00,062XX N SACRAMENTO AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,1790,FALSE,FALSE,2413,24,50,2,10,1155185,1941017,2003,ERROR,41.99396122,-87.70452369,"(41.993961219, -87.704523692)"
5557879,HN367489,5/27/2007 1:15,020XX N STAVE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,4000,TRUE,FALSE,1431,14,1,22,15,1158880,1913340,2007,2/6/2010 10:34,41.9179387,-87.69169417,"(41.917938701, -87.691694171)"
3066701,HJ786859,11/22/2003 23:30,105XX S MICHIGAN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,1288,FALSE,FALSE,512,5,9,49,26,1178884,1835024,2003,ERROR,41.70259866,-87.62058548,"(41.702598655, -87.62058548)"
6668993,HP742526,12/19/2008 22:00,002XX W EVERGREEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2419,FALSE,FALSE,1821,NA,43,8,14,NA,NA,2008,8/11/1999 15:39,NA,NA,
6353756,HP432354,7/4/2008 5:00,013XX W 97TH ST,320,ROBBERY,STRONGARM - NO WEAPON,RESIDENCE PORCH/HALLWAY,2082,FALSE,FALSE,2213,22,21,73,3,1168978,1840625,2008,ERROR,41.71818792,-87.65669749,"(41.71818792, -87.656697493)"
6669938,HP740347,11/26/2008 12:00,052XX W FOSTER AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,1990,FALSE,FALSE,1623,16,45,11,6,1140701,1934124,2008,ERROR,41.97532578,-87.75797284,"(41.97532578, -87.757972837)"
4826288,HM332892,5/5/2006 20:37,042XX S COTTAGE GROVE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,1058,TRUE,FALSE,2123,2,4,36,18,1182360,1876778,2006,ERROR,41.81709627,-87.60656569,"(41.817096269, -87.606565687)"
7886005,HT116106,1/12/2011 9:30,054XX S HERMITAGE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,4182,FALSE,FALSE,932,9,16,61,5,1165565,1868597,2011,ERROR,41.79501993,-87.66840622,"(41.795019934, -87.668406224)"
6705302,HR108700,12/31/2005 9:00,029XX N KEDZIE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,889,FALSE,FALSE,1411,NA,35,21,6,NA,NA,2005,ERROR,NA,NA,
8964081,HW112182,1/10/2013 0:00,044XX S ARCHER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,2466,FALSE,FALSE,821,8,14,58,14,1155228,1874993,2013,11/1/2013 7:24,41.81278459,-87.70614117,"(41.81278459, -87.706141165)"
7699490,HS506358,9/3/2010 11:00,067XX S EAST END AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,776,FALSE,FALSE,332,3,5,43,26,1188736,1860587,2010,ERROR,41.77251665,-87.58369511,"(41.77251665, -87.583695111)"
9180878,HW325720,6/19/2013 11:15,110XX S WESTERN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,4683,FALSE,TRUE,2212,22,19,75,08B,1162390,1831737,2013,ERROR,41.69393728,-87.68107356,"(41.693937278, -87.681073558)"
2297694,HH568797,8/9/2002 14:50,050XX W WASHINGTON BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,3902,TRUE,FALSE,1533,NA,28,25,18,1142677,1899991,2002,ERROR,41.88162474,-87.75155797,"(41.881624743, -87.751557974)"
7644446,HS448315,8/6/2010 5:23,008XX W ADDISON ST,860,THEFT,RETAIL THEFT,GAS STATION,2267,FALSE,FALSE,2331,19,44,6,6,1170247,1924094,2010,9/8/2010 10:51,41.9472072,-87.64961635,"(41.947207196, -87.64961635)"
1423522,G144180,3/11/2001 14:00,016XX W GREENLEAF AV,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,4093,FALSE,TRUE,2423,NA,NA,NA,26,1164186,1947061,2001,ERROR,42.01035996,-87.67124235,"(42.010359958, -87.671242346)"
5125870,HM723860,11/16/2006 14:00,011XX W WILSON AVE,460,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",4704,TRUE,FALSE,2311,19,46,3,08B,1167577,1930654,2006,ERROR,41.96526612,-87.65924082,"(41.965266117, -87.659240822)"
2492829,HH829410,12/10/2002 12:59,041XX W 16TH ST,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,2870,TRUE,FALSE,1012,NA,24,29,26,1148968,1891764,2002,ERROR,41.85892954,-87.72867019,"(41.85892954, -87.728670191)"
3807185,HL176495,2/11/2005 23:40,053XX W HIRSCH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,3180,FALSE,FALSE,2532,25,37,25,7,1140742,1908843,2005,ERROR,41.90595148,-87.75844554,"(41.905951477, -87.758445541)"
